time,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE
1333395540000000000,489,43,0,446,0,7,66,0,40,103,36,15,8,0,7,0,0,0,122,5,0,37,0
1333395600000000000,342,43,2,297,0,7,0,0,40,104,37,19,9,0,7,0,0,0,0,5,0,37,32
1333395660000000000,347,43,2,302,0,7,0,0,42,103,36,18,9,0,7,0,0,0,0,5,0,37,38
1333395720000000000,347,43,2,302,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,37,39
1333395780000000000,347,43,4,300,0,6,0,0,39,103,36,19,9,0,7,0,0,0,0,5,0,37,39
1333395840000000000,347,45,4,298,0,7,0,0,44,103,35,15,9,0,7,0,0,0,0,5,0,38,35
1333395900000000000,347,45,0,302,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,37,39
1333395960000000000,347,45,2,300,0,6,0,0,39,103,36,18,8,0,6,0,0,0,0,5,0,37,42
1333396020000000000,347,45,0,302,0,7,0,0,30,104,38,19,9,0,7,0,0,0,0,5,0,37,46
1333396080000000000,347,45,0,302,0,7,0,0,40,103,36,19,9,0,7,0,0,0,1,5,0,37,38
1333396140000000000,351,43,4,304,0,7,0,0,39,104,37,19,8,0,6,0,0,0,7,5,0,37,35
1333396200000000000,342,45,4,293,0,7,0,0,39,105,35,19,9,0,6,0,0,0,0,5,0,38,30
1333396260000000000,488,187,2,299,0,7,0,0,40,104,35,15,9,0,7,0,0,0,0,5,0,37,40
1333396320000000000,475,173,0,302,0,6,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,42
1333396380000000000,475,175,2,298,0,6,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,38,37
1333396440000000000,493,173,0,320,0,7,0,0,41,103,38,15,9,0,6,0,0,0,0,22,0,38,41
1333396500000000000,603,175,0,428,0,6,0,0,40,103,37,18,9,0,6,0,0,0,0,5,0,37,167
1333396560000000000,580,173,2,405,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,37,145
1333396620000000000,575,171,0,404,0,7,0,0,42,104,36,19,9,0,7,0,0,0,0,5,0,37,138
1333396680000000000,566,171,2,393,0,7,0,0,40,103,36,19,9,0,7,0,0,0,1,5,0,38,128
1333396740000000000,575,171,2,402,0,7,0,0,39,103,36,19,9,0,6,0,0,0,1,5,0,37,140
1333396800000000000,580,171,2,407,0,7,0,0,43,103,36,15,8,0,7,0,0,0,0,5,0,38,145
1333396860000000000,575,169,2,404,0,7,0,0,40,103,37,15,9,0,7,0,0,0,0,5,0,38,143
1333396920000000000,452,43,0,409,0,7,0,0,40,104,36,17,9,0,7,0,0,0,0,5,0,37,147
1333396980000000000,333,43,4,286,0,7,0,0,30,104,36,15,9,0,6,0,0,0,0,5,0,38,36
1333397040000000000,347,43,0,304,0,7,0,0,40,103,36,15,9,0,6,0,0,0,0,5,0,37,46
1333397100000000000,347,43,4,300,0,6,0,0,40,103,37,19,9,0,7,0,0,0,0,5,0,37,37
1333397160000000000,493,43,0,450,0,6,0,0,39,104,36,15,9,0,6,0,0,0,143,5,0,37,50
1333397220000000000,479,43,0,436,0,7,0,0,40,104,37,17,9,0,7,0,0,0,129,5,0,38,43
1333397280000000000,475,45,0,430,0,6,0,0,40,103,37,15,9,0,6,0,0,0,126,5,0,37,46
1333397340000000000,470,43,2,425,0,6,0,0,40,103,37,19,9,0,7,0,0,0,126,5,0,37,36
1333397400000000000,470,43,0,427,0,7,0,0,40,103,36,15,8,0,7,0,0,0,125,5,0,37,44
1333397460000000000,466,43,2,421,0,7,0,0,40,104,37,15,8,0,6,0,0,0,124,5,0,37,38
1333397520000000000,461,45,2,414,0,7,0,0,40,105,36,15,8,0,6,0,0,0,124,5,0,37,31
1333397580000000000,466,45,0,421,0,6,0,0,41,104,36,19,9,0,7,0,0,0,122,5,0,37,35
1333397640000000000,466,43,2,421,0,7,0,0,40,104,36,19,9,0,7,0,0,0,122,5,0,38,34
1333397700000000000,1005,43,2,960,0,7,0,0,40,103,37,627,9,0,6,0,0,0,0,5,0,37,89
1333397760000000000,370,45,2,323,0,7,0,0,42,103,37,16,9,0,7,0,0,0,0,5,0,38,59
1333397820000000000,645,43,0,602,0,7,0,0,40,103,36,359,9,0,6,0,0,0,0,5,0,37,0
1333397880000000000,351,45,4,302,0,6,0,0,40,103,36,16,9,0,7,0,0,0,0,5,0,37,43
1333397940000000000,338,45,2,291,0,7,0,0,45,104,38,16,9,0,6,0,0,0,0,5,0,37,24
1333398000000000000,351,43,0,308,0,7,0,0,39,104,37,20,9,0,6,0,0,0,1,5,0,37,43
1333398060000000000,1137,43,2,1092,0,7,0,0,40,104,36,275,9,0,6,0,0,0,0,5,0,37,573
1333398120000000000,667,194,0,473,0,7,0,0,30,103,37,20,8,0,7,0,0,0,1,5,0,38,217
1333398180000000000,653,175,0,478,0,7,0,0,40,103,36,207,9,0,6,0,0,0,1,5,0,38,26
1333398240000000000,644,173,2,469,0,7,0,0,40,103,36,20,9,0,7,0,0,0,1,5,0,37,204
1333398300000000000,644,173,2,469,0,7,0,0,40,103,36,20,8,0,7,0,0,0,1,5,0,38,204
1333398360000000000,648,173,0,475,0,7,0,0,40,103,36,16,9,0,7,0,0,0,0,5,0,37,215
1333398420000000000,475,175,2,298,0,7,0,0,40,104,37,16,9,0,7,0,0,0,0,5,0,38,35
1333398480000000000,470,173,2,295,0,7,0,0,40,103,36,16,9,0,7,0,0,0,0,5,0,37,35
1333398540000000000,475,173,2,300,0,7,0,0,41,104,37,19,9,0,6,0,0,0,0,5,0,38,34
1333398600000000000,470,171,0,299,0,7,0,0,40,104,37,19,9,1,6,0,0,0,0,5,0,37,34
1333398660000000000,466,171,4,291,0,7,0,0,40,103,37,19,9,0,7,0,0,0,0,5,0,37,27
1333398720000000000,470,171,0,299,0,7,0,0,42,104,36,15,9,0,7,0,0,0,0,5,0,37,37
1333398780000000000,351,43,2,306,0,7,0,0,40,104,37,15,9,1,6,0,0,0,0,5,0,37,45
1333398840000000000,351,45,2,304,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,38,43
1333398900000000000,484,43,2,439,0,6,0,0,43,104,36,15,9,0,7,0,0,0,1,5,0,37,176
1333398960000000000,466,43,0,423,0,7,0,0,40,103,36,15,9,0,7,0,0,0,0,5,0,37,164
1333399020000000000,456,45,2,409,0,7,0,0,40,103,36,19,9,0,6,0,0,0,0,5,0,37,147
1333399080000000000,447,43,0,404,0,6,0,0,30,103,36,18,9,0,7,0,0,0,0,5,0,37,153
1333399140000000000,452,43,2,407,0,7,0,0,40,105,36,18,8,0,6,0,0,0,0,5,0,37,145
1333399200000000000,456,43,2,411,0,7,0,0,40,103,38,16,9,0,7,0,0,0,0,5,0,37,149
1333399260000000000,456,43,0,413,0,7,0,0,40,103,36,19,9,0,6,0,0,0,0,5,0,37,151
1333399320000000000,443,45,0,398,0,7,0,0,40,104,36,19,9,0,7,0,0,0,0,5,0,37,134
1333399380000000000,347,45,0,302,0,7,0,0,39,103,36,19,9,0,7,0,0,0,0,5,0,37,40
1333399440000000000,347,43,0,304,0,7,0,0,40,104,36,19,9,0,7,0,0,0,0,5,0,38,39
1333399500000000000,342,43,2,297,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,36
1333399560000000000,520,43,2,475,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,38,211
1333399620000000000,493,43,2,448,0,7,0,0,40,104,36,19,9,0,7,0,0,0,149,5,0,37,35
1333399680000000000,484,43,0,441,0,6,0,0,42,104,36,15,9,0,6,0,0,0,134,5,0,37,47
1333399740000000000,470,43,2,425,0,6,0,0,40,103,35,15,9,0,7,0,0,0,129,5,0,37,39
1333399800000000000,475,45,2,428,0,7,0,0,40,103,36,19,9,0,6,0,0,0,130,5,0,37,36
1333399860000000000,475,43,2,430,0,7,0,0,42,104,36,19,9,0,6,0,0,0,131,5,0,37,34
1333399920000000000,475,43,0,432,0,7,0,0,40,105,36,15,9,0,6,0,0,0,131,5,0,37,41
1333399980000000000,475,45,2,428,0,7,0,0,40,103,36,19,8,0,7,0,0,0,131,5,0,37,35
1333400040000000000,603,187,0,416,0,7,0,0,44,103,36,19,9,0,6,0,0,0,130,5,0,37,20
1333400100000000000,603,173,0,430,0,7,0,0,40,103,37,15,8,0,7,0,0,0,131,5,0,37,40
1333400160000000000,900,472,2,426,0,6,0,0,39,103,36,15,9,0,7,0,0,0,128,5,0,37,41
1333400220000000000,886,461,0,425,0,6,0,0,30,103,38,15,9,0,7,0,0,0,128,5,0,38,46
1333400280000000000,886,463,0,423,0,7,0,0,39,103,36,15,9,0,6,0,0,0,130,5,0,37,36
1333400340000000000,891,466,2,423,0,7,0,0,39,103,36,15,9,0,7,0,0,0,127,5,0,38,37
1333400400000000000,772,466,0,306,0,7,0,0,39,104,36,15,9,0,7,0,0,0,7,5,0,38,39
1333400460000000000,772,468,0,304,0,7,0,0,40,103,36,15,9,0,7,0,0,0,7,5,0,37,38
1333400520000000000,772,463,2,307,0,7,0,0,39,104,36,16,9,0,6,0,0,0,7,5,0,38,40
1333400580000000000,776,468,2,306,0,7,0,0,39,103,38,19,9,0,6,0,0,0,7,5,0,38,35
1333400640000000000,776,475,0,301,0,7,0,0,41,104,36,19,9,0,6,0,0,0,7,5,0,38,29
1333400700000000000,772,472,2,298,0,6,0,0,39,104,36,19,9,0,6,0,0,0,7,5,0,38,29
1333400760000000000,772,470,4,298,0,7,0,0,40,103,36,15,9,0,7,0,0,0,7,5,0,37,32
1333400820000000000,781,475,0,306,0,7,0,0,41,103,36,16,9,0,7,0,0,0,7,5,0,38,37
1333400880000000000,776,472,2,302,0,7,0,0,40,104,36,19,9,0,7,0,0,0,7,5,0,38,30
1333400940000000000,493,43,2,448,0,7,0,0,40,104,37,19,9,0,7,0,0,0,149,5,0,37,34
1333401000000000000,488,43,4,441,0,7,0,0,44,104,36,19,9,0,7,0,0,0,135,5,0,37,38
1333401060000000000,484,43,2,439,0,7,0,0,40,103,36,18,9,0,7,0,0,0,135,5,0,37,42
1333401120000000000,479,43,2,434,0,7,0,0,40,103,37,19,9,0,7,0,0,0,134,5,0,37,36
1333401180000000000,475,45,2,428,0,7,0,0,31,104,38,15,9,0,7,0,0,0,134,5,0,38,40
1333401240000000000,479,43,0,436,0,7,0,0,40,104,37,19,9,0,6,0,0,0,133,5,0,38,38
1333401300000000000,612,43,0,569,0,7,0,0,40,103,36,16,9,0,7,0,0,0,132,5,0,37,177
1333401360000000000,594,45,2,547,0,7,0,0,39,103,36,19,9,0,7,0,0,0,132,5,0,37,153
1333401420000000000,722,187,2,533,0,7,0,0,40,103,36,15,9,0,6,0,0,0,132,5,0,37,143
1333401480000000000,735,196,0,539,0,7,0,0,40,103,37,15,9,0,7,0,0,0,130,5,0,38,148
1333401540000000000,726,194,0,532,0,7,0,0,40,103,35,15,9,0,7,0,0,0,127,5,0,37,147
1333401600000000000,722,191,2,529,0,6,0,0,40,103,38,15,9,0,6,0,0,0,125,5,0,37,145
1333401660000000000,726,194,2,530,0,7,0,0,39,104,37,19,9,0,7,0,0,0,124,5,0,38,141
1333401720000000000,717,196,2,519,0,7,0,0,40,104,37,19,9,0,7,0,0,0,123,5,0,38,130
1333401780000000000,493,196,0,297,0,7,0,0,41,103,37,19,9,0,6,0,0,0,0,5,0,38,32
1333401840000000000,484,196,2,286,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,37,23
1333401900000000000,498,196,2,300,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,39
1333401960000000000,488,191,2,295,0,7,0,0,42,103,37,15,9,0,7,0,0,0,0,5,0,37,33
1333402020000000000,488,189,2,297,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,36
1333402080000000000,475,178,0,297,0,7,0,0,40,104,38,15,9,0,6,0,0,0,1,5,0,38,34
1333402140000000000,466,173,0,293,0,7,0,0,47,104,37,15,9,0,7,0,0,0,0,5,0,37,25
1333402200000000000,475,178,0,297,0,6,0,0,40,104,36,19,9,0,6,0,0,0,0,5,0,37,35
1333402260000000000,488,189,0,299,0,7,0,0,40,104,37,19,9,0,6,0,0,0,0,5,0,38,34
1333402320000000000,475,185,2,288,0,7,0,0,40,105,38,19,9,0,7,0,0,0,0,5,0,37,21
1333402380000000000,475,185,4,286,0,7,0,0,40,105,37,19,9,0,7,0,0,0,0,5,0,37,20
1333402440000000000,484,180,0,304,0,7,0,0,40,104,38,15,9,0,7,0,0,0,0,5,0,38,41
1333402500000000000,479,182,0,297,0,6,0,0,40,104,38,15,9,0,7,0,0,0,1,5,0,38,34
1333402560000000000,475,180,4,291,0,7,0,0,40,103,37,15,9,0,7,0,0,0,0,5,0,38,30
1333402620000000000,470,175,0,295,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,38,34
1333402680000000000,475,173,2,300,0,7,0,0,40,103,37,19,9,0,7,0,0,0,1,5,0,38,34
1333402740000000000,475,173,0,302,0,7,0,0,40,104,36,19,9,0,7,0,0,0,0,5,0,37,38
1333402800000000000,475,173,0,302,0,6,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,42
1333402860000000000,475,173,0,302,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,41
1333402920000000000,475,171,0,304,0,7,0,0,42,104,38,15,9,1,7,0,0,0,1,5,0,38,37
1333402980000000000,470,173,2,295,0,7,0,0,40,104,35,19,9,0,7,0,0,0,0,5,0,38,31
1333403040000000000,466,171,2,293,0,6,0,0,40,104,37,19,9,0,7,0,0,0,0,5,0,37,29
1333403100000000000,475,173,2,300,0,7,0,0,44,104,37,19,9,0,7,0,0,0,0,5,0,38,30
1333403160000000000,466,171,0,295,0,7,0,0,40,104,37,19,9,0,7,0,0,0,0,5,0,38,29
1333403220000000000,470,171,2,297,0,7,0,0,40,104,35,19,9,0,6,0,0,0,0,5,0,37,35
1333403280000000000,461,169,2,290,0,7,0,0,30,104,38,15,9,1,7,0,0,0,1,5,0,38,35
1333403340000000000,470,171,2,297,0,6,0,0,40,104,38,15,9,0,6,0,0,0,0,5,0,38,36
1333403400000000000,470,171,2,297,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,38,35
1333403460000000000,475,169,0,306,0,7,0,0,40,104,37,15,9,0,6,0,0,0,0,5,0,38,45
1333403520000000000,2047,169,4,1874,0,7,0,0,40,112,1457,15,9,0,6,0,0,0,143,5,0,38,42
1333403580000000000,2079,45,0,2034,0,7,0,0,40,110,1620,15,9,0,6,0,0,0,128,5,0,37,57
1333403640000000000,2307,43,4,2260,0,7,0,0,40,111,1714,19,9,0,6,0,0,0,127,5,0,37,185
1333403700000000000,2321,45,2,2274,0,7,0,0,40,111,1749,18,9,0,7,0,0,0,126,5,0,38,164
1333403760000000000,2335,45,0,2290,0,7,0,0,40,112,1769,15,9,0,6,0,0,0,126,5,0,38,163
1333403820000000000,2348,45,2,2301,0,7,0,0,40,111,1790,19,9,0,7,0,0,0,124,5,0,38,151
1333403880000000000,2353,45,2,2306,0,6,0,0,41,113,1793,14,9,0,7,0,0,0,123,5,0,37,158
1333403940000000000,2362,43,2,2317,0,7,0,0,40,114,1793,19,9,0,7,0,0,0,123,5,0,38,162
1333404000000000000,2358,45,0,2313,0,7,0,0,40,111,1799,19,9,0,7,0,0,0,122,5,0,38,156
1333404060000000000,2243,45,2,2196,0,7,0,0,42,113,1803,18,9,0,7,0,0,0,0,5,0,37,155
1333404120000000000,2147,45,0,2102,0,7,0,0,40,114,1811,15,9,0,7,0,0,0,0,5,0,37,57
1333404180000000000,2152,45,2,2105,0,7,0,0,40,114,1821,15,9,0,7,0,0,0,1,5,0,37,49
1333404240000000000,2134,45,4,2085,0,7,0,0,47,114,1803,18,9,0,6,0,0,0,0,5,0,38,38
1333404300000000000,2161,45,0,2116,0,7,0,0,40,114,1817,19,9,0,7,0,0,0,0,5,0,38,60
1333404360000000000,2143,43,0,2100,0,7,0,0,40,114,1811,19,9,0,7,0,0,0,0,5,0,37,51
1333404420000000000,2147,45,0,2102,0,7,0,0,40,114,1819,19,9,0,7,0,0,0,0,5,0,38,44
1333404480000000000,2156,45,0,2111,0,7,0,0,40,115,1823,15,9,0,6,0,0,0,0,5,0,38,53
1333404540000000000,315,43,0,272,0,7,0,0,40,104,1,15,9,0,6,0,0,0,0,5,0,38,47
1333404600000000000,315,43,0,272,0,7,0,0,40,105,1,17,9,0,6,0,0,0,0,5,0,37,45
1333404660000000000,315,45,2,268,0,7,0,0,40,105,1,15,9,0,7,0,0,0,0,5,0,37,42
1333404720000000000,456,191,4,261,0,6,0,0,39,103,0,19,9,0,7,0,0,0,0,5,0,37,36
1333404780000000000,443,180,2,261,0,7,0,0,40,104,1,15,9,0,6,0,0,0,0,5,0,38,36
1333404840000000000,438,175,2,261,0,7,0,0,40,103,1,15,9,1,7,0,0,0,0,5,0,38,35
1333404900000000000,443,180,0,263,0,6,0,0,40,103,1,19,9,0,7,0,0,0,0,5,0,38,35
1333404960000000000,1009,733,0,276,0,7,0,0,40,103,1,19,9,0,6,0,0,0,0,21,0,38,32
1333405020000000000,945,678,0,267,0,6,0,0,42,103,0,19,9,0,7,0,0,0,0,5,0,38,38
1333405080000000000,1028,772,4,252,0,6,0,0,40,103,1,19,9,0,6,0,0,0,0,5,0,38,25
1333405140000000000,1073,770,4,299,0,7,0,0,39,103,1,15,9,0,7,0,0,0,10,46,0,38,24
1333405200000000000,1051,767,2,282,0,7,0,0,44,103,1,15,9,0,6,0,0,0,0,21,0,39,37
1333405260000000000,1041,763,4,274,0,7,0,0,40,103,1,15,9,0,6,0,0,0,0,21,0,37,35
1333405320000000000,1014,760,0,254,0,7,0,0,40,104,1,19,9,0,6,0,0,0,0,5,0,38,25
1333405380000000000,1009,756,4,249,0,7,0,0,30,103,1,15,9,0,7,0,0,0,0,5,0,38,34
1333405440000000000,1060,781,0,279,0,7,0,0,40,105,1,15,9,0,7,0,0,0,0,21,0,37,37
1333405500000000000,1037,779,0,258,0,7,0,0,40,104,0,17,9,0,7,0,0,0,0,5,0,37,32
1333405560000000000,923,660,0,263,0,7,0,0,39,104,0,19,9,0,7,0,0,0,0,5,0,37,36
1333405620000000000,767,504,2,261,0,7,0,0,40,104,1,19,9,0,6,0,0,0,0,5,0,38,32
1333405680000000000,909,507,0,402,0,7,0,0,39,104,1,19,9,0,7,0,0,0,151,5,0,38,22
1333405740000000000,955,525,0,430,0,7,0,0,39,104,39,15,9,1,6,0,0,0,136,5,0,37,32
1333405800000000000,945,509,2,434,0,7,0,0,41,103,38,16,9,0,7,0,0,0,129,5,0,37,42
1333405860000000000,941,511,2,428,0,7,0,0,40,104,37,16,9,0,7,0,0,0,127,5,0,37,39
1333405920000000000,941,511,0,430,0,7,0,0,40,104,37,20,9,0,7,0,0,0,126,13,0,38,29
1333405980000000000,968,530,0,438,0,7,0,0,41,104,36,17,9,0,6,0,0,0,124,22,0,38,34
1333406040000000000,1083,527,0,556,0,6,0,0,39,104,36,16,9,0,7,0,0,0,123,5,0,37,174
1333406100000000000,1055,527,0,528,0,7,0,0,39,104,36,16,9,0,6,0,0,0,124,5,0,38,144
1333406160000000000,836,306,0,530,0,7,0,0,43,103,37,15,9,0,6,0,0,0,122,5,0,37,146
1333406220000000000,479,66,0,413,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,38,152
1333406280000000000,484,66,2,416,0,7,0,0,40,103,36,15,9,0,6,0,0,0,0,5,0,37,158
1333406340000000000,466,73,2,391,0,7,0,0,30,104,36,15,9,0,6,0,0,0,0,5,0,37,142
1333406400000000000,479,63,2,414,0,7,0,0,40,104,37,18,9,0,7,0,0,0,0,5,0,38,149
1333406460000000000,470,63,0,407,0,7,0,0,40,104,37,15,9,0,7,0,0,0,0,5,0,37,146
1333406520000000000,365,63,0,302,0,6,0,0,40,103,37,19,9,0,7,0,0,0,0,5,0,38,38
1333406580000000000,374,66,2,306,0,7,0,0,40,104,38,15,9,0,7,0,0,0,0,5,0,38,43
1333406640000000000,374,66,0,308,0,7,0,0,40,104,37,15,9,0,6,0,0,0,0,5,0,37,48
1333406700000000000,370,63,0,307,0,7,0,0,40,104,37,17,9,0,7,0,0,0,0,5,0,37,44
1333406760000000000,511,212,2,297,0,7,0,0,40,104,36,19,9,1,7,0,0,0,0,5,0,37,32
1333406820000000000,493,198,2,293,0,7,0,0,40,103,35,15,9,0,7,0,0,0,0,5,0,37,35
1333406880000000000,484,191,2,291,0,7,0,0,40,103,37,19,8,0,7,0,0,0,0,5,0,38,27
1333406940000000000,493,194,2,297,0,6,0,0,41,103,36,19,9,0,7,0,0,0,1,5,0,38,32
1333407000000000000,484,196,2,286,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,38,22
1333407060000000000,484,191,0,293,0,6,0,0,40,103,37,18,9,0,7,0,0,0,1,5,0,38,29
1333407120000000000,488,191,0,297,0,7,0,0,42,103,36,15,9,0,6,0,0,0,0,5,0,38,36
1333407180000000000,493,191,2,300,0,7,0,0,40,104,37,19,9,0,7,0,0,0,0,5,0,37,35
1333407240000000000,484,189,0,295,0,7,0,0,40,105,36,15,9,0,7,0,0,0,0,5,0,37,34
1333407300000000000,484,189,4,291,0,7,0,0,44,104,38,15,9,0,7,0,0,0,0,5,0,37,25
1333407360000000000,484,189,2,293,0,7,0,0,40,104,36,18,9,0,7,0,0,0,1,5,0,37,29
1333407420000000000,484,189,2,293,0,7,0,0,40,103,37,15,9,0,6,0,0,0,0,5,0,37,34
1333407480000000000,488,189,2,297,0,6,0,0,30,103,37,15,9,0,7,0,0,0,0,5,0,38,47
1333407540000000000,365,61,0,304,0,6,0,0,40,103,37,15,9,0,7,0,0,0,0,5,0,38,44
1333407600000000000,365,59,2,304,0,7,0,0,40,103,37,15,9,0,7,0,0,0,0,5,0,37,44
1333407660000000000,361,61,2,298,0,6,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,37,39
1333407720000000000,370,61,2,307,0,6,0,0,40,103,37,19,9,0,6,0,0,0,1,5,0,38,43
1333407780000000000,361,61,2,298,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,37,38
1333407840000000000,365,61,2,302,0,7,0,0,40,103,36,19,9,0,6,0,0,0,0,5,0,37,40
1333407900000000000,365,61,0,304,0,6,0,0,41,104,37,15,9,0,7,0,0,0,0,5,0,38,42
1333407960000000000,365,59,0,306,0,7,0,0,40,103,38,17,9,1,7,0,0,0,0,5,0,37,42
1333408020000000000,365,63,0,302,0,7,0,0,40,104,37,19,9,0,6,0,0,0,0,5,0,37,38
1333408080000000000,511,61,2,448,0,6,0,0,41,103,37,19,9,0,7,0,0,0,148,5,0,38,35
1333408140000000000,607,61,0,546,0,6,0,0,40,103,37,15,9,0,7,0,0,0,136,5,0,38,150
1333408200000000000,594,61,2,531,0,7,0,0,40,103,36,19,9,0,7,0,0,0,129,5,0,38,138
1333408260000000000,621,68,0,553,0,7,0,0,43,103,38,19,9,0,7,0,0,0,127,21,0,37,142
1333408320000000000,488,66,2,420,0,7,0,0,40,104,37,18,9,0,6,0,0,0,126,5,0,37,31
1333408380000000000,959,70,2,887,0,334,0,0,40,103,36,15,9,0,7,0,0,0,125,4,0,37,177
1333408440000000000,1087,61,2,1024,0,333,0,0,30,104,36,19,9,0,7,0,0,0,124,4,0,178,180
1333408500000000000,1142,61,0,1081,0,331,0,0,40,103,37,19,9,0,7,0,0,0,123,4,0,264,144
1333408560000000000,1110,61,2,1047,0,330,0,0,40,104,38,19,9,0,7,0,0,0,122,4,0,266,108
1333408620000000000,1060,61,2,997,0,331,0,0,40,104,36,19,9,0,7,0,0,0,0,4,0,294,153
1333408680000000000,1101,61,2,1038,0,331,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,354,135
1333408740000000000,1316,210,4,1102,0,332,0,0,40,105,37,19,9,0,7,0,0,0,10,4,0,416,123
1333408800000000000,1156,194,0,962,0,332,0,0,40,104,36,19,9,0,7,0,0,0,10,4,0,264,137
1333408860000000000,1041,194,2,845,0,331,0,0,40,104,36,15,9,0,7,0,0,0,0,4,0,262,37
1333408920000000000,1046,191,0,855,0,333,0,0,40,104,36,15,9,0,7,0,0,0,0,4,0,240,67
1333408980000000000,1069,194,0,875,0,332,0,0,40,103,35,15,9,0,6,0,0,0,0,4,0,285,46
1333409040000000000,1064,194,2,868,0,333,0,0,41,103,36,15,9,1,7,0,0,0,0,4,0,286,33
1333409100000000000,1069,189,0,880,0,332,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,276,54
1333409160000000000,1055,189,0,866,0,332,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,292,24
1333409220000000000,1069,191,0,878,0,331,0,0,42,103,34,19,9,0,7,0,0,0,0,4,0,286,43
1333409280000000000,1046,191,2,853,0,332,0,0,40,103,36,16,9,0,7,0,0,0,0,4,0,289,17
1333409340000000000,1096,185,4,907,0,331,0,0,39,103,36,20,9,0,7,0,0,0,0,4,0,296,62
1333409400000000000,1009,187,2,820,0,331,0,0,45,104,36,16,9,0,6,0,0,0,0,4,0,254,15
1333409460000000000,913,59,0,854,0,332,0,0,40,104,36,16,9,0,7,0,0,0,0,4,0,288,18
1333409520000000000,923,61,2,860,0,330,0,0,40,103,36,15,9,0,7,0,0,0,0,4,0,288,28
1333409580000000000,932,59,4,869,0,330,0,0,30,103,36,15,9,0,7,0,0,0,0,4,0,281,54
1333409640000000000,941,61,0,880,0,330,0,0,40,104,36,18,9,0,7,0,0,0,0,5,0,281,50
1333409700000000000,2412,61,2,2349,0,330,0,0,40,111,1495,19,9,0,7,0,0,0,0,5,0,287,46
1333409760000000000,2554,59,2,2493,0,329,0,0,39,110,1640,19,9,0,7,0,0,0,0,4,0,290,46
1333409820000000000,2641,57,0,2584,0,329,0,0,40,111,1720,15,9,0,7,0,0,0,0,4,0,292,57
1333409880000000000,2673,59,2,2612,0,329,0,0,40,113,1746,15,9,0,7,0,0,0,0,4,0,292,57
1333409940000000000,2645,59,0,2586,0,329,0,0,39,113,1753,19,9,0,7,0,0,0,0,4,0,265,48
1333410000000000000,2673,61,0,2612,0,330,0,0,40,113,1766,15,9,0,6,0,0,0,0,4,0,270,59
1333410060000000000,2627,61,4,2562,0,329,0,0,39,114,1775,15,9,0,7,0,0,0,0,4,0,225,45
1333410120000000000,2664,61,0,2603,0,329,0,0,40,113,1790,18,9,0,7,0,0,0,0,4,0,223,70
1333410180000000000,2668,61,0,2607,0,326,0,0,41,113,1791,18,9,0,7,0,0,0,10,4,0,229,59
1333410240000000000,2655,59,2,2594,0,325,0,0,39,112,1800,18,9,0,7,0,0,0,6,4,0,222,52
1333410300000000000,3084,324,2,2758,0,324,0,0,39,113,1797,19,9,0,7,0,0,0,147,20,0,220,63
1333410360000000000,3290,498,2,2790,0,324,0,0,42,113,1805,15,9,0,7,0,0,0,135,21,0,265,54
1333410420000000000,3299,516,2,2781,0,326,0,0,39,113,1799,15,9,0,7,0,0,0,132,21,0,286,34
1333410480000000000,3281,516,0,2765,0,325,0,0,39,113,1805,15,9,0,7,0,0,0,132,4,0,269,47
1333410540000000000,3445,658,0,2787,0,326,0,0,30,113,1806,15,9,0,7,0,0,0,131,4,0,287,59
1333410600000000000,3427,642,2,2783,0,327,0,0,40,113,1808,19,9,0,6,0,0,0,132,4,0,291,34
1333410660000000000,1594,637,0,957,0,327,0,0,39,107,1,15,9,0,6,0,0,0,130,5,0,265,53
1333410720000000000,1722,635,2,1085,0,327,0,0,39,103,1,15,9,0,7,0,0,0,130,4,0,286,164
